,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,wd
492,493,2013,3,21,12,156.0,162.0,29.0,60.0,1500.0,32.0,5.2,999.0,-2.9,0.0,1.2,NNW
493,494,2013,3,21,13,133.0,162.0,27.0,56.0,1399.0,47.0,6.0,998.1,-2.1,0.0,1.3,SW
494,495,2013,3,21,14,138.0,145.0,26.0,42.0,1200.0,74.0,6.4,997.1,-1.8,0.0,2.1,SW
496,497,2013,3,21,16,3.0,163.0,26.0,49.0,1200.0,72.0,6.7,996.7,-1.7,0.0,1.0,NNE
497,498,2013,3,21,17,102.0,169.0,25.0,54.0,1300.0,68.0,5.9,997.5,-1.1,0.0,0.7,N
498,499,2013,3,21,18,163.5,181.0,23.0,65.0,1399.0,55.0,4.9,998.6,-1.1,0.0,0.8,N
499,500,2013,3,21,19,163.5,185.0,17.0,76.0,1500.0,36.0,4.1,999.6,-0.7,0.0,0.0,N
500,501,2013,3,21,20,163.5,209.0,20.0,101.0,1899.0,9.0,3.7,1000.7,-0.3,0.0,0.2,N
501,502,2013,3,21,21,163.5,210.0,22.0,96.0,2100.0,14.0,3.2,1001.7,-0.4,0.0,1.6,N
502,503,2013,3,21,22,163.5,206.0,23.0,101.0,2100.0,5.0,3.1,1002.9,-0.4,0.0,2.2,SW
503,504,2013,3,21,23,163.5,183.0,20.0,94.0,1899.0,6.0,2.9,1003.7,-0.4,0.0,0.6,ENE
504,505,2013,3,22,0,163.5,215.5,14.0,90.0,2150.0,11.0,4.6,1004.6,-7.9,0.0,1.4,NNW
505,506,2013,3,22,1,81.0,147.0,22.0,51.0,1300.0,38.0,6.9,1005.7,-9.9,0.0,1.1,NE
506,507,2013,3,22,2,7.0,145.0,20.0,24.0,700.0,62.0,5.9,1006.7,-11.3,0.0,1.7,NNE
508,509,2013,3,22,4,120.0,137.0,20.0,62.0,500.0,68.0,3.9,1008.1,-14.4,0.0,1.5,NNW
509,510,2013,3,22,5,3.0,6.0,3.0,11.0,500.0,72.0,2.4,1008.8,-10.5,0.0,0.0,N
510,511,2013,3,22,6,9.0,10.0,3.0,14.0,600.0,68.0,2.1,1009.8,-10.4,0.0,0.5,SE
511,512,2013,3,22,7,8.0,24.0,3.0,32.0,700.0,49.0,6.0,1010.7,-11.6,0.0,0.5,NNE
512,513,2013,3,22,8,13.0,40.0,10.0,44.0,900.0,35.0,7.6,1011.1,-11.2,0.0,2.3,E
513,514,2013,3,22,9,99.0,117.0,18.0,56.0,700.0,55.0,7.4,1011.0,-10.9,0.0,3.75,SE
514,515,2013,3,22,10,94.0,112.0,17.0,55.0,500.0,63.0,8.5,1010.7,-9.9,0.0,3.1,SE
515,516,2013,3,22,11,88.0,107.0,16.0,53.0,500.0,66.0,9.4,1009.8,-10.7,0.0,2.6,S
516,517,2013,3,22,12,21.0,33.0,6.0,25.0,500.0,67.0,9.6,1008.9,-7.2,0.0,3.3,SSW
517,518,2013,3,22,13,32.0,80.0,13.0,35.0,800.0,62.0,10.7,1008.1,-4.9,0.0,2.7,SSW
518,519,2013,3,22,14,55.0,114.0,18.0,40.0,900.0,62.0,10.5,1007.6,-4.0,0.0,2.2,SW
519,520,2013,3,22,15,100.0,178.0,22.0,44.0,1300.0,69.0,9.7,1007.0,-3.6,0.0,3.75,SSW
520,521,2013,3,22,16,106.0,174.0,19.0,38.0,1100.0,76.0,9.5,1006.6,-3.5,0.0,2.6,SSW
521,522,2013,3,22,17,88.0,159.0,19.0,38.0,1100.0,73.0,8.9,1007.0,-3.3,0.0,2.7,SSW
522,523,2013,3,22,18,87.0,164.0,20.0,44.0,1100.0,67.0,8.2,1007.4,-3.7,0.0,1.1,SSE
523,524,2013,3,22,19,90.0,165.0,22.0,52.0,1200.0,57.0,7.6,1007.7,-3.3,0.0,2.0,ESE
524,525,2013,3,22,20,88.0,159.0,20.0,55.0,1200.0,49.0,7.2,1008.3,-4.0,0.0,2.2,ESE
526,527,2013,3,22,22,82.0,144.0,13.0,62.0,1200.0,29.0,3.8,1008.4,-4.4,0.0,3.6,ESE
527,528,2013,3,22,23,58.0,96.0,10.0,57.0,1100.0,24.0,2.9,1008.0,-4.3,0.0,3.7,ESE
528,529,2013,3,23,0,60.0,84.0,9.0,63.0,1100.0,17.0,2.0,1007.6,-3.9,0.0,3.4,ESE
529,530,2013,3,23,1,59.0,93.0,8.0,74.0,1300.0,6.0,1.4,1006.9,-3.9,0.0,3.75,ESE
530,531,2013,3,23,2,54.0,83.0,9.0,73.0,1600.0,5.0,1.1,1006.2,-4.0,0.0,1.8,ESE
531,532,2013,3,23,3,44.0,68.0,8.0,62.0,1399.0,10.0,0.7,1005.5,-4.0,0.0,3.4,ESE
532,533,2013,3,23,4,45.0,63.0,9.0,58.0,1100.0,11.0,0.6,1005.2,-3.9,0.0,2.6,ESE
533,534,2013,3,23,5,45.0,63.0,10.0,59.0,1000.0,13.0,0.7,1004.7,-3.6,0.0,2.5,ESE
534,535,2013,3,23,6,51.0,66.0,8.0,51.0,1000.0,12.0,0.8,1004.5,-3.5,0.0,2.8,ESE
535,536,2013,3,23,7,52.0,71.0,10.0,52.0,1100.0,10.0,0.9,1003.5,-3.6,0.0,2.2,ESE
536,537,2013,3,23,8,56.0,78.0,15.0,52.0,1300.0,11.0,1.6,1002.8,-4.3,0.0,2.1,ESE
537,538,2013,3,23,9,65.0,90.0,26.0,53.0,1600.0,15.0,2.1,1002.9,-5.8,0.0,1.7,ESE
538,539,2013,3,23,10,69.0,94.0,29.5,53.0,1700.0,22.0,3.0,1002.9,-7.0,0.0,0.7,W
539,540,2013,3,23,11,68.0,83.0,29.5,51.0,1600.0,30.0,5.0,1001.5,-4.8,0.0,1.4,SE
541,542,2013,3,23,13,84.0,102.0,29.5,49.0,1500.0,35.0,7.6,1000.5,-4.2,0.0,1.5,ESE
542,543,2013,3,23,14,97.0,124.0,29.5,54.0,1500.0,35.0,9.2,1000.4,-4.1,0.0,1.2,SE
543,544,2013,3,23,15,90.0,122.0,29.5,51.0,1399.0,41.0,12.2,1001.6,-7.8,0.0,3.3,ENE
546,547,2013,3,23,18,12.0,83.0,3.0,12.0,500.0,77.0,6.0,1007.7,-12.1,0.0,3.2,NE
547,548,2013,3,23,19,8.0,53.0,3.0,11.0,500.0,77.0,5.0,1010.0,-13.4,0.0,1.9,ENE
548,549,2013,3,23,20,7.0,31.0,3.0,9.0,500.0,80.0,4.1,1011.4,-15.2,0.0,2.0,NE
549,550,2013,3,23,21,9.0,24.0,3.0,9.0,400.0,79.0,3.8,1012.6,-16.0,0.0,1.7,ENE
550,551,2013,3,23,22,9.0,20.0,3.0,8.0,400.0,78.0,3.2,1013.2,-15.5,0.0,3.75,NNE
551,552,2013,3,23,23,5.0,14.0,3.0,6.0,400.0,79.0,2.8,1014.0,-16.3,0.0,1.0,NE
552,553,2013,3,24,0,5.0,14.0,3.0,4.0,400.0,80.0,1.1,1014.7,-15.0,0.0,1.0,N
553,554,2013,3,24,1,6.0,14.0,3.0,6.0,400.0,77.0,0.1,1015.1,-14.7,0.0,0.8,NE
554,555,2013,3,24,2,6.0,18.0,3.0,19.0,500.0,62.0,0.7,1015.1,-15.3,0.0,2.3,NNW
555,556,2013,3,24,3,13.0,21.0,3.0,27.0,600.0,54.0,0.5,1015.2,-15.9,0.0,2.7,NNW
556,557,2013,3,24,4,5.0,22.0,3.0,19.0,500.0,61.0,0.1,1015.3,-15.9,0.0,2.9,N
557,558,2013,3,24,5,6.0,23.0,3.0,20.0,400.0,66.0,-0.2,1015.5,-14.9,0.0,2.3,NW
558,559,2013,3,24,6,7.0,15.0,3.0,15.0,500.0,64.0,0.1,1016.0,-15.1,0.0,0.8,NE
559,560,2013,3,24,7,10.0,24.0,3.0,24.0,500.0,50.0,2.8,1016.3,-17.4,0.0,2.6,NNW
560,561,2013,3,24,8,8.0,22.0,5.0,21.0,500.0,57.0,4.4,1016.4,-16.7,0.0,3.7,NNW
561,562,2013,3,24,9,10.0,19.0,4.0,16.0,500.0,68.0,5.8,1016.1,-17.4,0.0,2.3,NNW
562,563,2013,3,24,10,7.0,24.0,3.0,14.0,400.0,72.0,6.4,1015.1,-16.3,0.0,2.1,NNW
563,564,2013,3,24,11,12.0,19.0,6.0,17.0,500.0,70.0,7.5,1013.9,-16.8,0.0,3.2,NW
564,565,2013,3,24,12,17.0,20.0,8.0,18.0,500.0,70.0,8.6,1012.8,-16.6,0.0,2.3,NNW
565,566,2013,3,24,13,12.0,20.0,6.0,17.0,500.0,73.0,9.7,1011.1,-15.8,0.0,3.0,NNW
566,567,2013,3,24,14,12.0,16.0,5.0,15.0,500.0,77.0,10.5,1009.9,-15.1,0.0,3.75,W
567,568,2013,3,24,15,16.0,23.0,6.0,15.0,500.0,78.0,10.9,1009.0,-15.6,0.0,2.4,W
568,569,2013,3,24,16,16.0,24.0,6.0,16.0,500.0,78.0,11.0,1008.7,-14.7,0.0,2.3,WNW
569,570,2013,3,24,17,15.0,26.0,6.0,17.0,500.0,78.0,9.1,1008.7,-13.4,0.0,2.4,SSW
570,571,2013,3,24,18,19.0,35.0,6.0,24.0,500.0,72.0,7.3,1009.6,-13.1,0.0,1.0,SW
575,576,2013,3,24,23,40.0,66.0,6.0,35.0,800.0,41.0,3.0,1012.7,-10.6,0.0,1.1,ESE
592,593,2013,3,25,16,127.0,156.0,29.5,85.0,1899.0,59.0,10.1,1009.2,-7.2,0.0,1.6,SSW
593,594,2013,3,25,17,131.0,157.0,29.5,71.0,1600.0,75.0,9.5,1009.2,-7.2,0.0,1.1,S
594,595,2013,3,25,18,124.0,149.0,29.5,65.0,1399.0,72.0,8.6,1009.3,-7.2,0.0,1.0,ESE
595,596,2013,3,25,19,125.0,165.0,29.5,79.0,1399.0,51.0,7.3,1009.6,-6.5,0.0,0.8,E
596,597,2013,3,25,20,133.0,176.0,27.0,95.0,1500.0,28.0,5.3,1009.7,-5.7,0.0,0.6,ESE
597,598,2013,3,25,21,148.0,192.0,27.0,101.0,1800.0,10.0,4.2,1009.5,-5.3,0.0,0.1,ESE
598,599,2013,3,25,22,148.0,184.0,29.0,101.0,2000.0,12.0,3.6,1008.9,-5.4,0.0,0.0,N
599,600,2013,3,25,23,136.0,162.0,25.0,80.0,1700.0,24.0,3.0,1008.8,-5.2,0.0,1.4,NNE
600,601,2013,3,26,0,132.0,155.0,22.0,69.0,1700.0,29.0,1.9,1008.6,-5.5,0.0,0.4,ESE
601,602,2013,3,26,1,132.0,151.0,20.0,58.0,1700.0,32.0,1.7,1008.3,-5.2,0.0,0.8,NNW
602,603,2013,3,26,2,128.0,148.0,21.0,59.0,1500.0,28.0,0.8,1008.0,-4.8,0.0,0.1,NW
604,605,2013,3,26,4,136.0,172.0,16.0,90.0,2150.0,6.0,-0.2,1007.5,-5.2,0.0,0.9,NNW
605,606,2013,3,26,5,134.0,164.0,13.0,88.0,2100.0,6.0,-0.7,1007.6,-5.3,0.0,0.0,NNW
606,607,2013,3,26,6,143.0,206.0,14.0,89.0,2150.0,6.0,-0.5,1007.8,-4.9,0.0,0.6,SW
607,608,2013,3,26,7,124.0,144.0,15.0,78.0,2000.0,6.0,1.8,1007.8,-4.3,0.0,0.2,SSW
608,609,2013,3,26,8,149.0,214.0,27.0,86.0,2150.0,9.0,4.5,1007.1,-4.8,0.0,0.5,N
609,610,2013,3,26,9,163.5,215.5,29.5,94.0,2150.0,10.0,6.8,1006.6,-5.2,0.0,1.5,SE
628,629,2013,3,27,4,163.5,215.5,18.0,72.0,2150.0,6.0,3.0,998.4,-0.8,0.0,1.1,NNE
629,630,2013,3,27,5,163.5,215.5,16.0,75.0,2100.0,5.0,2.7,998.6,-0.6,0.0,1.1,N
630,631,2013,3,27,6,163.5,215.5,16.0,69.0,2100.0,5.0,3.9,1000.4,0.1,0.0,0.0,NNE
631,632,2013,3,27,7,163.5,215.5,20.0,68.0,1899.0,6.0,5.1,1001.6,0.7,0.0,2.0,NW
632,633,2013,3,27,8,163.5,215.5,24.0,74.0,2100.0,7.0,8.8,1001.5,1.7,0.0,0.9,S
634,635,2013,3,27,10,163.5,215.5,29.5,66.0,1700.0,25.0,15.4,1000.8,-3.0,0.0,2.3,NNE
639,640,2013,3,27,15,11.0,79.0,3.0,23.0,500.0,86.0,17.7,1000.7,-10.2,0.0,3.75,NNW
641,642,2013,3,27,17,4.0,31.0,3.0,14.0,500.0,88.0,13.4,1003.0,-15.5,0.0,3.0,NE
642,643,2013,3,27,18,4.0,20.0,3.0,12.0,400.0,89.0,11.6,1004.5,-16.0,0.0,3.6,NE
643,644,2013,3,27,19,11.0,18.0,3.0,12.0,400.0,90.0,10.3,1006.4,-17.0,0.0,3.1,ENE
644,645,2013,3,27,20,9.0,16.0,3.0,10.0,400.0,90.0,9.7,1007.9,-15.8,0.0,2.8,ENE
645,646,2013,3,27,21,6.0,11.0,3.0,9.0,400.0,88.0,9.1,1008.9,-17.1,0.0,3.5,NNE
646,647,2013,3,27,22,8.0,11.0,3.0,9.0,400.0,86.0,8.4,1009.8,-17.6,0.0,2.0,NE
647,648,2013,3,27,23,8.0,11.0,3.0,9.0,400.0,86.0,8.0,1010.7,-18.0,0.0,1.8,ENE
648,649,2013,3,28,0,6.0,11.0,3.0,7.0,400.0,84.0,7.2,1010.8,-18.6,0.0,3.4,E
649,650,2013,3,28,1,7.0,11.0,3.0,8.0,400.0,81.0,6.6,1011.2,-18.3,0.0,1.8,ENE
650,651,2013,3,28,2,6.0,9.0,3.0,9.0,400.0,79.0,5.8,1011.5,-18.2,0.0,1.0,E
651,652,2013,3,28,3,3.0,8.0,3.0,8.0,400.0,79.0,4.5,1011.8,-14.4,0.0,1.3,WSW
652,653,2013,3,28,4,4.0,9.0,3.0,9.0,500.0,64.0,2.1,1012.2,-12.5,0.0,1.1,NNW
653,654,2013,3,28,5,13.0,19.0,3.0,26.0,600.0,51.0,2.0,1013.0,-13.0,0.0,0.9,SW
654,655,2013,3,28,6,20.0,58.0,4.0,70.0,800.0,11.0,2.5,1013.6,-11.8,0.0,0.1,SW
655,656,2013,3,28,7,21.0,42.0,3.0,66.0,900.0,17.0,4.6,1014.3,-14.3,0.0,1.0,WSW
656,657,2013,3,28,8,21.0,38.0,3.0,57.0,900.0,29.0,5.8,1014.6,-15.5,0.0,1.2,SW
657,658,2013,3,28,9,21.0,38.0,3.0,57.0,600.0,41.0,7.3,1014.5,-14.2,0.0,1.3,E
658,659,2013,3,28,10,20.0,35.0,3.0,47.0,500.0,59.0,8.7,1014.2,-10.8,0.0,3.75,WSW
659,660,2013,3,28,11,21.0,41.0,3.0,29.0,500.0,65.0,9.3,1013.3,-8.3,0.0,3.75,W
662,663,2013,3,28,14,13.0,21.0,3.0,15.0,500.0,85.0,13.4,1010.0,-14.5,0.0,3.4,W
663,664,2013,3,28,15,11.0,23.0,3.0,15.0,500.0,86.0,14.0,1009.6,-15.0,0.0,3.2,NW
664,665,2013,3,28,16,10.0,31.0,3.0,16.0,500.0,86.0,14.0,1009.4,-16.1,0.0,3.1,NNW
665,666,2013,3,28,17,11.0,30.0,3.0,16.0,500.0,86.0,12.7,1009.7,-17.1,0.0,3.75,NNW
666,667,2013,3,28,18,11.0,30.0,3.0,16.0,500.0,84.0,10.9,1010.4,-16.5,0.0,0.9,NE
667,668,2013,3,28,19,12.0,38.0,3.0,28.0,600.0,70.0,9.3,1011.8,-16.1,0.0,1.6,ENE
668,669,2013,3,28,20,15.0,36.0,3.0,28.0,600.0,65.0,8.2,1012.7,-17.0,0.0,1.5,ENE
669,670,2013,3,28,21,14.0,35.0,3.0,27.0,600.0,61.0,5.9,1013.0,-14.8,0.0,0.9,NNE
670,671,2013,3,28,22,18.0,28.0,6.0,37.0,600.0,51.0,5.2,1013.0,-15.4,0.0,1.6,NE
671,672,2013,3,28,23,10.0,21.0,3.0,32.0,600.0,53.0,4.6,1013.3,-14.3,0.0,0.0,NE
672,673,2013,3,29,0,11.0,35.0,4.0,42.0,600.0,43.0,4.6,1013.2,-15.3,0.0,1.1,NNW
673,674,2013,3,29,1,19.0,28.0,3.0,49.0,700.0,37.0,4.1,1013.4,-14.7,0.0,0.5,WSW
674,675,2013,3,29,2,5.0,8.0,3.0,17.0,500.0,70.0,4.5,1013.3,-16.0,0.0,1.4,ESE
675,676,2013,3,29,3,8.0,28.0,3.0,37.0,600.0,43.0,2.9,1013.2,-12.6,0.0,0.7,NNW
676,677,2013,3,29,4,26.0,50.0,3.0,31.0,700.0,42.0,1.9,1014.0,-12.7,0.0,1.7,W
677,678,2013,3,29,5,26.0,50.0,3.0,31.0,900.0,44.0,1.2,1014.4,-10.9,0.0,1.4,WSW
678,679,2013,3,29,6,25.0,36.0,4.0,30.0,1100.0,7.0,1.5,1014.7,-10.0,0.0,0.0,WSW
679,680,2013,3,29,7,49.0,102.0,9.0,68.0,1100.0,9.0,3.9,1015.3,-10.6,0.0,0.7,W
680,681,2013,3,29,8,44.0,96.0,12.0,68.0,1200.0,14.0,5.6,1015.4,-11.1,0.0,1.5,SSE
681,682,2013,3,29,9,46.0,87.0,10.0,63.0,1000.0,21.0,6.4,1015.2,-10.4,0.0,2.3,ESE
683,684,2013,3,29,11,48.0,76.0,21.0,46.0,1200.0,48.0,8.7,1013.4,-13.1,0.0,3.3,SE
684,685,2013,3,29,12,46.0,63.0,21.0,39.0,1300.0,59.0,8.7,1012.7,-10.8,0.0,3.3,ESE
685,686,2013,3,29,13,52.0,79.0,26.0,39.0,1399.0,62.0,8.6,1011.7,-11.4,0.0,1.7,E
686,687,2013,3,29,14,52.0,76.0,29.0,39.0,1600.0,63.0,8.9,1011.0,-10.1,0.0,2.2,SE
687,688,2013,3,29,15,59.0,91.0,26.0,41.0,1500.0,62.0,8.8,1011.0,-7.9,0.0,1.3,SE
688,689,2013,3,29,16,93.0,145.0,29.5,55.0,1800.0,54.0,8.5,1010.9,-6.1,0.0,0.4,NNE
689,690,2013,3,29,17,104.0,146.0,28.0,63.0,1800.0,50.0,7.4,1010.8,-3.8,0.0,3.3,NE
690,691,2013,3,29,18,94.0,135.0,24.0,61.0,1500.0,57.0,5.8,1011.2,-2.3,0.0,2.0,NE
691,692,2013,3,29,19,91.0,130.0,19.0,57.0,1500.0,52.0,5.7,1012.0,-2.4,0.0,1.3,ESE
692,693,2013,3,29,20,90.0,107.0,15.0,49.0,1500.0,52.0,5.6,1013.0,-2.7,0.0,2.4,ESE
693,694,2013,3,29,21,96.0,114.0,15.0,54.0,1500.0,39.0,5.2,1013.4,-3.1,0.0,2.3,ESE
694,695,2013,3,29,22,93.0,130.0,18.0,56.0,1600.0,28.0,4.7,1013.8,-4.3,0.0,2.6,ESE
695,696,2013,3,29,23,78.0,117.0,26.0,54.0,1399.0,26.0,4.2,1014.1,-6.1,0.0,2.6,ESE
696,697,2013,3,30,0,78.0,117.0,26.0,54.0,1700.0,25.0,3.8,1014.2,-6.5,0.0,2.1,ESE
714,715,2013,3,30,18,97.0,125.0,29.5,45.0,1200.0,74.0,7.7,1012.3,-0.3,0.0,2.9,SE
715,716,2013,3,30,19,92.0,116.0,26.0,44.0,1100.0,68.0,7.0,1013.5,0.0,0.0,2.2,ESE
716,717,2013,3,30,20,88.0,110.0,20.0,46.0,1000.0,57.0,6.5,1014.2,0.2,0.0,2.3,SE
717,718,2013,3,30,21,88.0,110.0,20.0,46.0,1000.0,52.0,6.0,1014.4,0.3,0.0,2.2,SE
718,719,2013,3,30,22,96.0,100.0,17.0,40.0,900.0,54.0,5.6,1014.4,0.6,0.0,2.4,ESE
719,720,2013,3,30,23,99.0,99.0,17.0,42.0,1000.0,47.0,5.2,1014.4,0.6,0.0,2.5,ESE
720,721,2013,3,31,0,83.0,97.0,15.0,46.0,1000.0,38.0,4.9,1014.4,0.7,0.0,2.3,SE
721,722,2013,3,31,1,90.0,103.0,15.0,51.0,1000.0,31.0,4.7,1014.1,0.8,0.0,2.0,ESE
722,723,2013,3,31,2,94.0,102.0,14.0,51.0,1000.0,27.0,4.3,1013.6,0.6,0.0,1.8,ESE
723,724,2013,3,31,3,95.0,97.0,14.0,55.0,1100.0,20.0,3.9,1013.2,0.4,0.0,3.1,ESE
724,725,2013,3,31,4,111.0,98.0,14.0,57.0,1000.0,19.0,3.7,1012.9,0.6,0.0,1.9,SE
725,726,2013,3,31,5,101.0,88.0,13.0,48.0,1000.0,23.0,3.3,1012.9,0.5,0.0,2.3,ESE
726,727,2013,3,31,6,87.0,90.0,12.0,44.0,1000.0,22.0,3.4,1013.0,1.0,0.0,2.4,ESE
727,728,2013,3,31,7,86.0,104.0,12.0,42.0,1000.0,20.0,3.1,1013.2,1.5,0.0,2.0,ESE
728,729,2013,3,31,8,86.0,104.0,12.0,42.0,1000.0,15.0,3.4,1012.9,1.3,0.0,2.6,SE
729,730,2013,3,31,9,118.0,172.0,12.0,49.0,1200.0,12.0,3.8,1012.6,1.7,0.0,1.7,ESE
730,731,2013,3,31,10,118.0,172.0,12.0,49.0,1300.0,10.0,4.0,1012.1,1.9,0.0,1.5,ESE
731,732,2013,3,31,11,160.0,208.0,15.0,53.0,1399.0,8.0,4.3,1011.3,2.0,0.0,1.3,ESE
732,733,2013,3,31,12,163.5,215.5,15.0,52.0,1399.0,9.0,4.7,1009.9,2.1,0.0,1.7,ESE
733,734,2013,3,31,13,163.5,215.5,17.0,52.0,1500.0,10.0,5.3,1008.7,2.1,0.0,1.0,SE
734,735,2013,3,31,14,163.5,200.0,20.0,52.0,1500.0,13.0,5.5,1007.6,2.1,0.0,0.5,E
735,736,2013,3,31,15,163.5,215.0,20.0,56.0,1399.0,12.0,5.3,1006.7,2.1,0.0,0.8,NE
736,737,2013,3,31,16,163.5,215.5,20.0,58.0,1399.0,13.0,5.5,1006.1,2.1,0.0,1.2,NE
737,738,2013,3,31,17,163.5,184.0,18.0,56.0,1399.0,10.0,5.8,1006.4,2.3,0.0,1.8,NNE
738,739,2013,3,31,18,163.5,184.0,18.0,56.0,1500.0,11.0,5.3,1006.4,2.5,0.0,1.9,W
739,740,2013,3,31,19,163.5,212.0,19.0,61.0,1700.0,8.0,5.4,1006.6,2.4,0.0,0.7,NNW
741,742,2013,3,31,21,163.5,215.5,20.0,69.0,1800.0,4.0,5.8,1007.0,2.6,0.0,1.3,NW
746,747,2013,4,1,2,163.5,215.5,27.0,72.0,2100.0,3.0,6.4,1005.5,3.4,0.0,0.4,WSW
755,756,2013,4,1,11,26.0,90.0,17.0,22.0,700.0,56.0,13.8,1007.7,-4.9,0.0,3.75,NNE
757,758,2013,4,1,13,40.0,62.0,16.0,16.0,900.0,91.0,16.4,1008.4,-6.7,0.0,3.75,N
758,759,2013,4,1,14,31.0,152.0,13.0,14.0,700.0,98.0,16.3,1008.7,-6.7,0.0,3.75,NNW
762,763,2013,4,1,18,27.0,42.0,7.0,16.0,500.0,103.0,12.1,1011.4,-11.6,0.0,3.0,NE
763,764,2013,4,1,19,21.0,24.0,4.0,14.0,400.0,91.0,11.1,1012.8,-12.4,0.0,2.1,NE
764,765,2013,4,1,20,15.0,23.0,5.0,10.0,300.0,93.0,10.0,1013.8,-16.3,0.0,1.7,NE
765,766,2013,4,1,21,10.0,16.0,3.0,6.0,300.0,96.0,9.1,1014.4,-17.9,0.0,2.1,ENE
766,767,2013,4,1,22,7.0,8.0,3.0,6.0,300.0,95.0,8.1,1014.8,-17.9,0.0,1.0,ENE
767,768,2013,4,1,23,7.0,8.0,3.0,6.0,300.0,90.0,7.3,1014.8,-17.7,0.0,1.5,E
768,769,2013,4,2,0,9.0,9.0,8.0,12.0,300.0,81.0,4.1,1014.8,-15.2,0.0,0.5,NE
769,770,2013,4,2,1,9.0,10.0,4.0,12.0,300.0,79.0,4.3,1014.3,-15.1,0.0,1.2,NNE
770,771,2013,4,2,2,6.0,7.0,3.0,9.0,300.0,82.0,3.4,1014.2,-13.9,0.0,1.2,NNW
771,772,2013,4,2,3,6.0,7.0,3.0,9.0,400.0,52.0,2.0,1013.6,-13.8,0.0,1.4,NE
772,773,2013,4,2,4,9.0,24.0,7.0,47.0,400.0,36.0,2.4,1013.2,-14.3,0.0,1.2,E
773,774,2013,4,2,5,6.0,14.0,13.0,32.0,500.0,48.0,1.8,1013.3,-13.6,0.0,1.3,N
774,775,2013,4,2,6,11.0,28.0,14.0,37.0,600.0,40.0,2.3,1013.3,-12.0,0.0,0.5,S
775,776,2013,4,2,7,24.0,55.0,25.0,70.0,1000.0,8.0,7.5,1013.1,-12.3,0.0,0.1,SE
776,777,2013,4,2,8,30.0,48.0,20.0,53.0,800.0,21.0,9.3,1012.3,-13.2,0.0,1.5,SSW
777,778,2013,4,2,9,30.0,48.0,20.0,53.0,700.0,40.0,10.8,1011.5,-12.0,0.0,1.6,SE
779,780,2013,4,2,11,52.0,80.0,23.0,51.0,800.0,57.0,14.2,1008.8,-8.5,0.0,2.0,S
780,781,2013,4,2,12,55.0,70.0,21.0,44.0,800.0,80.0,15.0,1007.5,-4.4,0.0,0.8,SW
781,782,2013,4,2,13,85.0,110.0,26.0,58.0,1200.0,92.0,16.2,1006.0,-2.8,0.0,1.1,SSW
782,783,2013,4,2,14,135.0,144.0,29.5,62.0,1500.0,107.0,17.4,1004.7,-2.3,0.0,2.8,ESE
783,784,2013,4,2,15,134.0,155.0,28.0,43.0,1399.0,157.0,18.4,1003.5,-3.1,0.0,1.0,S
784,785,2013,4,2,16,132.0,167.0,29.5,32.0,1300.0,163.5,18.1,1002.6,-3.4,0.0,2.9,SE
785,786,2013,4,2,17,126.0,179.0,29.5,35.0,1200.0,157.0,17.2,1002.5,-2.5,0.0,1.5,S
786,787,2013,4,2,18,127.0,179.0,29.5,35.0,1500.0,143.0,15.9,1002.1,-2.1,0.0,1.3,ESE
791,792,2013,4,2,23,136.0,182.0,29.5,43.0,1500.0,81.0,8.4,1002.3,-1.4,0.0,0.7,N
792,793,2013,4,3,0,136.0,182.0,29.5,43.0,1899.0,28.0,7.2,1001.8,-1.2,0.0,0.5,ESE
793,794,2013,4,3,1,160.0,209.0,29.5,101.0,2150.0,7.0,6.7,1001.2,-1.5,0.0,0.8,NNE
794,795,2013,4,3,2,160.0,209.0,29.5,101.0,1399.0,50.0,5.9,1001.2,-1.5,0.0,1.1,NNE
796,797,2013,4,3,4,121.0,154.0,29.5,55.0,1300.0,43.0,5.2,1001.1,-1.7,0.0,0.4,NNE
797,798,2013,4,3,5,121.0,151.0,26.0,51.0,1399.0,38.0,4.6,1001.7,-1.6,0.0,0.7,ESE
798,799,2013,4,3,6,125.0,165.0,26.0,52.0,1399.0,39.0,5.4,1002.5,-0.9,0.0,1.4,NW
799,800,2013,4,3,7,132.0,192.0,22.0,75.0,1800.0,16.0,8.9,1003.2,-1.3,0.0,0.6,NNW
804,805,2013,4,3,12,125.0,168.0,29.5,42.0,1000.0,112.0,20.0,1002.3,-1.8,0.0,2.5,SSE
805,806,2013,4,3,13,109.0,180.0,28.0,35.0,900.0,129.0,19.8,1002.3,-0.3,0.0,3.7,SE
811,812,2013,4,3,19,75.0,152.0,29.5,41.0,900.0,103.0,12.6,1005.8,-3.3,0.0,2.3,SE
812,813,2013,4,3,20,72.0,129.0,26.0,38.0,800.0,100.0,11.9,1006.5,-4.3,0.0,1.6,SE
813,814,2013,4,3,21,57.0,110.0,21.0,44.0,700.0,77.0,10.2,1007.0,-3.5,0.0,0.4,WSW
814,815,2013,4,3,22,57.0,110.0,21.0,44.0,600.0,60.0,10.0,1006.6,-3.7,0.0,1.0,ESE
815,816,2013,4,3,23,47.0,112.0,16.0,67.0,800.0,34.0,9.1,1007.0,-3.2,0.0,0.9,ESE
816,817,2013,4,4,0,47.0,112.0,16.0,67.0,900.0,21.0,8.9,1007.0,-3.0,0.0,0.5,E
